id,name,display_name,description,model_id,is_active,is_default,max_tokens,temperature,max_requests_per_minute,provider,metadata,created_at,updated_at,_export_metadata
"3","llama-3.1-70b-instruct","Llama 3.1 70B Instruct","Meta Llama 3.1 70B Instruct model - More powerful for complex tasks","meta-llama/Meta-Llama-3-70B-Instruct:novita","true","false","4000","0.70","10","huggingface","{"context_length":8192,"capabilities":["text-generation","chat","reasoning","analysis"],"languages":["en","es","fr","de","it","pt","ru","ja","ko","zh"],"optimized_for":"quality"}",""2025-10-16T12:30:02.481Z"",""2025-10-16T12:30:02.481Z"","{"exported_at":"2026-01-23T19:15:20.342Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"ai_models","time_range":"30d"}"
"1","llama-3.1-8b-instruct","Llama 3.1 8B Instruct","Meta Llama 3.1 8B Instruct model - Fast and efficient for general tasks","meta-llama/Meta-Llama-3-8B-Instruct:novita","true","true","2000","0.70","20","huggingface","{"context_length":8192,"capabilities":["text-generation","chat","reasoning"],"languages":["en","es","fr","de","it","pt","ru","ja","ko","zh"]}",""2025-10-16T12:30:02.459Z"",""2025-10-16T12:30:02.459Z"","{"exported_at":"2026-01-23T19:15:20.342Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"ai_models","time_range":"30d"}"
